,city_name,ref_year,metabolite_name,daily_mean_concentration
3281,Ljubljana,2019,amphetamine,20.31
3282,Maribor,2019,amphetamine,17.69
3283,Novo mesto,2019,amphetamine,13.02
3284,Velenje,2019,amphetamine,83.94
3285,Adana,2019,amphetamine,0.54
3286,Istanbul (II-VII),2019,amphetamine,3.46
3287,Graz,2019,cannabis,59.61
3289,Innsbruck,2019,cannabis,81.48
3290,Kapfenberg,2019,cannabis,65.7
3292,Purgstall,2019,cannabis,30.6
3293,Region Millstättersee,2019,cannabis,31.5
3294,Wasserverband Hofsteig,2019,cannabis,81.01
3295,Basel,2019,cannabis,18.37
3296,Berne,2019,cannabis,21.35
3297,Geneva,2019,cannabis,217.04
3298,St. Gallen Hofen,2019,cannabis,13.31
3299,Zurich,2019,cannabis,140.2
3300,Brno,2019,cannabis,41.98
3302,Ostrava,2019,cannabis,56.3
3303,Prague (2),2019,cannabis,140.77
3304,Barcelona,2019,cannabis,149.76
3305,Castellon,2019,cannabis,84.28
3306,Madrid VdlV,2019,cannabis,88.68
3307,Santiago,2019,cannabis,120.06
3309,Bordeaux I,2019,cannabis,171.25
3310,Paris Seine Centre,2019,cannabis,93.67
3311,Athens,2019,cannabis,52.56
3312,Eleusis,2019,cannabis,21.46
3313,Zagreb,2019,cannabis,186.13
3314,Bozen,2019,cannabis,48.9
3315,Milan,2019,cannabis,35.68
3316,Amsterdam,2019,cannabis,260.78
3317,Eindhoven,2019,cannabis,129.81
3318,Utrecht,2019,cannabis,131.76
3319,Krakow P,2019,cannabis,27.96
3321,Lisbon,2019,cannabis,101.78
3322,Porto,2019,cannabis,53.01
3325,Koper,2019,cannabis,101.12
3326,Ljubljana,2019,cannabis,103.53
3327,Maribor,2019,cannabis,59.52
3328,Novo mesto,2019,cannabis,71.83
3329,Velenje,2019,cannabis,90.0
3330,Bratislava C,2019,cannabis,33.69
3331,Piestany,2019,cannabis,27.68
3332,Adana,2019,cannabis,15.9
3333,Istanbul (II-VII),2019,cannabis,9.25
3334,Graz,2019,cocaine,154.19
3336,Innsbruck,2019,cocaine,329.97
3337,Kapfenberg,2019,cocaine,64.72
3339,Purgstall,2019,cocaine,22.03
3340,Region Millstättersee,2019,cocaine,55.47
3341,Wasserverband Hofsteig,2019,cocaine,215.76
3342,Antwerp Zuid,2019,cocaine,1275.66
3344,Brussels,2019,cocaine,454.56
3346,Oostende,2019,cocaine,249.38
3347,Basel,2019,cocaine,716.63
3348,Berne,2019,cocaine,485.85
3349,Geneva,2019,cocaine,676.89
3350,St. Gallen Hofen,2019,cocaine,909.82
3351,Zurich,2019,cocaine,890.94
3353,Brno,2019,cocaine,41.76
3355,Ostrava,2019,cocaine,27.41
3356,Prague (2),2019,cocaine,477.92
3357,Chemnitz,2019,cocaine,13.26
3358,Dortmund,2019,cocaine,374.78
3359,Dresden,2019,cocaine,28.14
3361,Erfurt,2019,cocaine,52.03
3362,Munich G,2019,cocaine,235.7
3364,Copenhagen,2019,cocaine,599.71
3365,Barcelona,2019,cocaine,700.3
3366,Castellon,2019,cocaine,714.41
3367,Madrid VdlV,2019,cocaine,504.86
3368,Santiago,2019,cocaine,500.54
3371,Helsinki,2019,cocaine,73.81
3372,Tampere,2019,cocaine,12.67
3373,Turku,2019,cocaine,11.07
3374,Bordeaux I,2019,cocaine,256.76
3375,Paris Seine Centre,2019,cocaine,273.54
3376,Athens,2019,cocaine,55.91
3377,Eleusis,2019,cocaine,16.43
3378,Zagreb,2019,cocaine,395.55
3379,Bozen,2019,cocaine,377.79
3380,Milan,2019,cocaine,236.55
3381,Kaunas,2019,cocaine,65.32
3382,Klaipeda,2019,cocaine,88.63
3383,Vilnius,2019,cocaine,75.56
3384,Riga,2019,cocaine,57.34
3385,Amsterdam,2019,cocaine,986.15
3386,Eindhoven,2019,cocaine,545.42
3387,Utrecht,2019,cocaine,460.25
3388,Krakow P,2019,cocaine,46.57
3390,Lisbon,2019,cocaine,453.34
3391,Porto,2019,cocaine,264.35
3393,Stockholm (2),2019,cocaine,211.23
3394,Uppsala,2019,cocaine,62.27
3396,Koper,2019,cocaine,592.73
3397,Ljubljana,2019,cocaine,429.71
3398,Maribor,2019,cocaine,237.5
3399,Novo mesto,2019,cocaine,259.59
3400,Velenje,2019,cocaine,156.62
3401,Bratislava C,2019,cocaine,69.94
3402,Piestany,2019,cocaine,33.19
3403,Adana,2019,cocaine,3.11
3404,Istanbul (II-VII),2019,cocaine,36.22
3405,Graz,2019,methamphetamine,5.68
3407,Innsbruck,2019,methamphetamine,1.91
3408,Kapfenberg,2019,methamphetamine,1.65
3410,Purgstall,2019,methamphetamine,1.48
3411,Region Millstättersee,2019,methamphetamine,0.0
3412,Wasserverband Hofsteig,2019,methamphetamine,1.62
3413,Antwerp Zuid,2019,methamphetamine,28.98
3415,Brussels,2019,methamphetamine,9.83
3417,Oostende,2019,methamphetamine,1.58
3418,Basel,2019,methamphetamine,37.37
3419,Berne,2019,methamphetamine,20.27
3420,Geneva,2019,methamphetamine,9.51
3421,St. Gallen Hofen,2019,methamphetamine,12.73
3422,Zurich,2019,methamphetamine,64.53
3424,Ostrava,2019,methamphetamine,601.16
3425,Prague (2),2019,methamphetamine,726.87
3426,Chemnitz,2019,methamphetamine,276.0
3427,Dortmund,2019,methamphetamine,0.0
3428,Dresden,2019,methamphetamine,171.07
3430,Erfurt,2019,methamphetamine,251.75
3431,Munich G,2019,methamphetamine,8.01
3433,Copenhagen,2019,methamphetamine,23.68
3434,Barcelona,2019,methamphetamine,106.83
3435,Castellon,2019,methamphetamine,0.0
3436,Madrid VdlV,2019,methamphetamine,6.64
3437,Santiago,2019,methamphetamine,0.0
3440,Helsinki,2019,methamphetamine,33.23
3441,Tampere,2019,methamphetamine,5.92
3442,Turku,2019,methamphetamine,12.97
3443,Bordeaux I,2019,methamphetamine,0.0
3444,Paris Seine Centre,2019,methamphetamine,0.0
3445,Athens,2019,methamphetamine,11.32
3446,Eleusis,2019,methamphetamine,0.97
3447,Zagreb,2019,methamphetamine,0.0
3448,Bozen,2019,methamphetamine,0.0
3449,Milan,2019,methamphetamine,18.76
3450,Kaunas,2019,methamphetamine,36.93
3451,Klaipeda,2019,methamphetamine,8.22
3452,Vilnius,2019,methamphetamine,31.28
3453,Riga,2019,methamphetamine,31.42
3454,Amsterdam,2019,methamphetamine,31.49
3455,Utrecht,2019,methamphetamine,8.79
3456,Krakow P,2019,methamphetamine,2.7
3458,Lisbon,2019,methamphetamine,0.0
3459,Porto,2019,methamphetamine,0.0
3461,Stockholm (2),2019,methamphetamine,13.72
3462,Uppsala,2019,methamphetamine,1.93
3464,Koper,2019,methamphetamine,0.47
3465,Ljubljana,2019,methamphetamine,16.54
3466,Maribor,2019,methamphetamine,0.83
3467,Novo mesto,2019,methamphetamine,0.0
3468,Velenje,2019,methamphetamine,0.0
3469,Istanbul (II-VII),2019,methamphetamine,16.2
3471,Innsbruck,2018,MDMA,26.69
3472,Region Millstättersee,2018,MDMA,7.33
3473,Wasserverband Hofsteig,2018,MDMA,8.9
3475,Brussels,2018,MDMA,28.66
3477,Oostende,2018,MDMA,11.59
3478,Basel,2018,MDMA,22.92
3479,Berne,2018,MDMA,28.05
3480,Geneva,2018,MDMA,40.98
3481,St. Gallen Hofen,2018,MDMA,41.54
3482,Zurich,2018,MDMA,73.4
3484,Brno,2018,MDMA,22.58
3487,Chemnitz,2018,MDMA,12.73
3488,Dortmund,2018,MDMA,21.23
3489,Dresden,2018,MDMA,16.52
3491,Erfurt,2018,MDMA,19.06
3492,Munich G,2018,MDMA,21.07
3494,Copenhagen,2018,MDMA,18.25
3495,Barcelona,2018,MDMA,46.77
3496,Castellon,2018,MDMA,2.85
3497,Madrid VdlV,2018,MDMA,13.01
3498,Santiago,2018,MDMA,14.32
3501,Helsinki,2018,MDMA,37.82
3503,Joensuu,2018,MDMA,16.71
3505,Kajaani,2018,MDMA,7.05
3506,Kemi,2018,MDMA,8.23
3507,Kokkola,2018,MDMA,2.98
3509,Kouvola,2018,MDMA,12.08
3510,Kuopio,2018,MDMA,10.1
3511,Lahti,2018,MDMA,20.01
3512,Lappeenranta,2018,MDMA,14.49
3513,Mariehamn,2018,MDMA,18.9
3514,Mikkeli,2018,MDMA,19.67
3515,Oulu,2018,MDMA,16.81
3516,Pori,2018,MDMA,14.92
3517,Rovaniemi,2018,MDMA,31.76
3520,Tampere,2018,MDMA,22.44
3521,Turku,2018,MDMA,16.12
3522,Vaasa,2018,MDMA,11.65
3523,Bordeaux I,2018,MDMA,26.73
3524,Paris Seine Centre,2018,MDMA,34.3
3525,Paris South Suburbs,2018,MDMA,0.0
3526,Athens,2018,MDMA,4.7
3527,Zagreb,2018,MDMA,29.83
3528,Bozen,2018,MDMA,5.01
3529,Milan,2018,MDMA,5.84
3530,Kaunas,2018,MDMA,14.9
3531,Klaipeda,2018,MDMA,24.97
3532,Vilnius,2018,MDMA,22.94
3533,Amsterdam,2018,MDMA,182.97
3534,Utrecht,2018,MDMA,160.32
3536,Lisbon,2018,MDMA,49.35
3537,Porto,2018,MDMA,21.07
3539,Ljubljana,2018,MDMA,34.95
3540,Maribor,2018,MDMA,6.31
3541,Bratislava C,2018,MDMA,13.72
3542,Piestany,2018,MDMA,2.46
3544,Innsbruck,2018,amphetamine,17.05
3545,Region Millstättersee,2018,amphetamine,7.14
3546,Wasserverband Hofsteig,2018,amphetamine,11.77
3547,Antwerp Zuid,2018,amphetamine,181.44
3549,Brussels,2018,amphetamine,34.96
3551,Oostende,2018,amphetamine,151.63
3552,Basel,2018,amphetamine,37.03
3553,Berne,2018,amphetamine,37.4
3554,Geneva,2018,amphetamine,10.0
3555,St. Gallen Hofen,2018,amphetamine,47.57
3556,Zurich,2018,amphetamine,51.76
3558,Brno,2018,amphetamine,15.7
3561,Chemnitz,2018,amphetamine,19.45
3562,Dortmund,2018,amphetamine,138.15
3563,Dresden,2018,amphetamine,27.64
3565,Erfurt,2018,amphetamine,39.76
3566,Munich G,2018,amphetamine,6.3
3568,Copenhagen,2018,amphetamine,59.45
3569,Barcelona,2018,amphetamine,35.2
3570,Castellon,2018,amphetamine,0.0
3571,Madrid VdlV,2018,amphetamine,0.0
3572,Santiago,2018,amphetamine,0.0
3575,Helsinki,2018,amphetamine,149.39
3577,Joensuu,2018,amphetamine,50.77
3579,Kajaani,2018,amphetamine,35.63
3580,Kemi,2018,amphetamine,99.46
3581,Kokkola,2018,amphetamine,25.15
3583,Kouvola,2018,amphetamine,155.92
3584,Kuopio,2018,amphetamine,84.32
3585,Lahti,2018,amphetamine,160.58
3586,Lappeenranta,2018,amphetamine,69.7
3587,Mariehamn,2018,amphetamine,57.43
3588,Mikkeli,2018,amphetamine,96.25
3589,Oulu,2018,amphetamine,69.35
3590,Pori,2018,amphetamine,40.64
3591,Rovaniemi,2018,amphetamine,138.61
3594,Tampere,2018,amphetamine,68.08
3595,Turku,2018,amphetamine,66.25
3596,Vaasa,2018,amphetamine,64.76
3597,Bordeaux I,2018,amphetamine,0.0
3598,Paris Seine Centre,2018,amphetamine,0.0
3599,Paris South Suburbs,2018,amphetamine,0.0
3600,Athens,2018,amphetamine,8.64
3601,Zagreb,2018,amphetamine,76.08
3602,Bozen,2018,amphetamine,2.2
3603,Milan,2018,amphetamine,0.0
3604,Kaunas,2018,amphetamine,14.41
3605,Klaipeda,2018,amphetamine,20.73
3606,Vilnius,2018,amphetamine,16.12
3607,Amsterdam,2018,amphetamine,154.26
3609,Lisbon,2018,amphetamine,5.22
3610,Porto,2018,amphetamine,1.93
3612,Ljubljana,2018,amphetamine,20.57
3613,Maribor,2018,amphetamine,3.86
3614,Bratislava C,2018,amphetamine,20.44
3615,Piestany,2018,amphetamine,24.06
3618,Innsbruck,2018,cannabis,91.09
3619,Region Millstättersee,2018,cannabis,39.33
3620,Wasserverband Hofsteig,2018,cannabis,68.18
3621,Brno,2018,cannabis,34.97
3623,Barcelona,2018,cannabis,230.82
3624,Castellon,2018,cannabis,64.2
3625,Madrid VdlV,2018,cannabis,56.83
3626,Santiago,2018,cannabis,64.9
3628,Bordeaux I,2018,cannabis,164.91
3629,Paris Seine Centre,2018,cannabis,83.14
3630,Paris South Suburbs,2018,cannabis,87.98
3631,Athens,2018,cannabis,50.85
3632,Zagreb,2018,cannabis,120.03
3633,Bozen,2018,cannabis,45.7
3634,Milan,2018,cannabis,31.44
3635,Amsterdam,2018,cannabis,264.22
3636,Eindhoven,2018,cannabis,125.57
3637,Utrecht,2018,cannabis,100.66
3639,Lisbon,2018,cannabis,117.67
3640,Porto,2018,cannabis,44.67
3642,Ljubljana,2018,cannabis,38.36
3643,Bratislava C,2018,cannabis,41.84
3644,Piestany,2018,cannabis,17.96
3646,Innsbruck,2018,cocaine,335.51
3647,Region Millstättersee,2018,cocaine,72.1
3648,Wasserverband Hofsteig,2018,cocaine,181.88
3649,Antwerp Zuid,2018,cocaine,771.79
3651,Brussels,2018,cocaine,432.53
3653,Oostende,2018,cocaine,139.17
3654,Basel,2018,cocaine,585.35
3655,Berne,2018,cocaine,499.92
3656,Geneva,2018,cocaine,600.44
3657,St. Gallen Hofen,2018,cocaine,708.34
3658,Zurich,2018,cocaine,855.96
3659,Brno,2018,cocaine,31.78
3662,Chemnitz,2018,cocaine,12.06
3663,Dortmund,2018,cocaine,379.08
3664,Dresden,2018,cocaine,33.29
3666,Erfurt,2018,cocaine,46.05
3667,Munich G,2018,cocaine,187.06
3669,Copenhagen,2018,cocaine,465.72
3670,Barcelona,2018,cocaine,733.19
3671,Castellon,2018,cocaine,296.47
3672,Madrid VdlV,2018,cocaine,316.47
3673,Santiago,2018,cocaine,352.14
3676,Helsinki,2018,cocaine,62.88
3678,Joensuu,2018,cocaine,2.06
3680,Kajaani,2018,cocaine,0.36
3681,Kemi,2018,cocaine,1.98
3682,Kokkola,2018,cocaine,0.83
3684,Kouvola,2018,cocaine,8.24
3685,Kuopio,2018,cocaine,1.87
3686,Lahti,2018,cocaine,44.22
3687,Lappeenranta,2018,cocaine,2.57
3688,Mariehamn,2018,cocaine,23.98
3689,Mikkeli,2018,cocaine,2.47
3690,Oulu,2018,cocaine,2.75
3691,Pori,2018,cocaine,4.32
3692,Rovaniemi,2018,cocaine,3.59
3695,Tampere,2018,cocaine,27.1
3696,Turku,2018,cocaine,6.94
3697,Vaasa,2018,cocaine,1.27
3698,Bordeaux I,2018,cocaine,201.61
3699,Paris Seine Centre,2018,cocaine,524.98
3700,Paris South Suburbs,2018,cocaine,56.77
3701,Zagreb,2018,cocaine,234.54
3702,Bozen,2018,cocaine,393.16
3703,Milan,2018,cocaine,362.19
3704,Kaunas,2018,cocaine,57.59
3705,Klaipeda,2018,cocaine,62.67
3706,Vilnius,2018,cocaine,49.8
3707,Amsterdam,2018,cocaine,932.36
3708,Eindhoven,2018,cocaine,426.93
3709,Utrecht,2018,cocaine,414.6
3711,Lisbon,2018,cocaine,454.53
3712,Porto,2018,cocaine,219.48
3714,Ljubljana,2018,cocaine,289.38
3715,Maribor,2018,cocaine,92.56
3716,Bratislava C,2018,cocaine,107.08
3717,Piestany,2018,cocaine,22.01
3719,Innsbruck,2018,methamphetamine,2.12
3720,Region Millstättersee,2018,methamphetamine,0.0
3721,Wasserverband Hofsteig,2018,methamphetamine,1.27
3722,Antwerp Zuid,2018,methamphetamine,17.5
3724,Brussels,2018,methamphetamine,7.21
3726,Oostende,2018,methamphetamine,0.0
3728,Brno,2018,methamphetamine,114.65
3731,Chemnitz,2018,methamphetamine,196.2
3732,Dortmund,2018,methamphetamine,2.95
3733,Dresden,2018,methamphetamine,174.63
3735,Erfurt,2018,methamphetamine,211.26
3736,Munich G,2018,methamphetamine,5.42
3738,Copenhagen,2018,methamphetamine,16.22
3739,Barcelona,2018,methamphetamine,47.88
3740,Castellon,2018,methamphetamine,0.0
3741,Madrid VdlV,2018,methamphetamine,7.93
3742,Santiago,2018,methamphetamine,0.0
3745,Helsinki,2018,methamphetamine,19.02
3747,Joensuu,2018,methamphetamine,2.38
3749,Kajaani,2018,methamphetamine,3.24
3750,Kemi,2018,methamphetamine,2.27
3751,Kokkola,2018,methamphetamine,1.59
3753,Kouvola,2018,methamphetamine,9.63
3754,Kuopio,2018,methamphetamine,23.41
3755,Lahti,2018,methamphetamine,21.58
3756,Lappeenranta,2018,methamphetamine,8.1
3757,Mariehamn,2018,methamphetamine,1.09
3758,Mikkeli,2018,methamphetamine,6.7
3759,Oulu,2018,methamphetamine,2.66
3760,Pori,2018,methamphetamine,4.16
3761,Rovaniemi,2018,methamphetamine,5.72
3764,Tampere,2018,methamphetamine,22.22
3765,Turku,2018,methamphetamine,5.65
3766,Vaasa,2018,methamphetamine,19.05
3767,Bordeaux I,2018,methamphetamine,0.0
3768,Paris Seine Centre,2018,methamphetamine,0.0
3769,Paris South Suburbs,2018,methamphetamine,0.0
3770,Zagreb,2018,methamphetamine,0.0
3771,Bozen,2018,methamphetamine,1.07
3772,Milan,2018,methamphetamine,12.93
3773,Kaunas,2018,methamphetamine,56.51
3774,Klaipeda,2018,methamphetamine,7.64
3775,Vilnius,2018,methamphetamine,34.06
3776,Amsterdam,2018,methamphetamine,28.58
3777,Eindhoven,2018,methamphetamine,2.69
3778,Utrecht,2018,methamphetamine,0.0
3780,Lisbon,2018,methamphetamine,1.85
3781,Porto,2018,methamphetamine,0.36
3783,Ljubljana,2018,methamphetamine,2.3
3784,Maribor,2018,methamphetamine,0.0
3785,Bratislava C,2018,methamphetamine,144.02
3786,Piestany,2018,methamphetamine,81.9
3788,Innsbruck,2017,MDMA,20.91
3789,Antwerp Zuid,2017,MDMA,95.29
3791,Brussels,2017,MDMA,25.15
3793,Merchtem,2017,MDMA,7.36
3794,Oostende,2017,MDMA,14.66
3796,Basel,2017,MDMA,31.31
3797,Berne,2017,MDMA,33.0
3798,Geneva,2017,MDMA,47.18
3799,St. Gallen Hofen,2017,MDMA,27.84
3800,Zurich,2017,MDMA,81.2
3802,Brno,2017,MDMA,25.38
3805,Chemnitz,2017,MDMA,9.68
3806,Dortmund,2017,MDMA,18.56
3807,Dresden,2017,MDMA,9.57
3809,Erfurt,2017,MDMA,7.61
3810,Frankfurt (3),2017,MDMA,22.57
3811,Hamburg (2),2017,MDMA,31.29
3812,Hannover (2),2017,MDMA,21.98
3813,Magdeburg,2017,MDMA,23.49
3814,Mainz,2017,MDMA,25.98
3815,Munich G,2017,MDMA,22.46
3816,Nuremberg,2017,MDMA,13.66
3817,Rostock,2017,MDMA,19.54
3819,Stuttgart,2017,MDMA,23.17
3820,Barcelona,2017,MDMA,48.06
3821,Castellon,2017,MDMA,10.55
3822,Madrid VdlV,2017,MDMA,13.18
3823,Santiago,2017,MDMA,11.53
3825,Helsinki,2017,MDMA,26.85
3826,Tampere,2017,MDMA,44.51
3827,Turku,2017,MDMA,14.73
3828,Bordeaux I,2017,MDMA,18.61
3829,Fort-de-France P,2017,MDMA,0.0
3830,Paris Seine Centre,2017,MDMA,43.43
