city_name,ref_year,metabolite_name,daily_mean_concentration,nuts_code,gdp
Eindhoven,2013,cocaine,426.62,NL414,31593070000.0
Stockholm (2),2024,MDMA,23.35,SE110,179239890000.0
Basel,2019,cocaine,716.63,CH033,40820360000.0
Paris Seine Centre,2017,MDMA,43.43,FR101,218197600000.0
Porto,2015,methamphetamine,0.41,PT11A,28473560000.0
Bucharest,2024,MDMA,11.01,RO321,94002780000.0
Kaunas,2022,MDMA,15.04,LT022,13638000000.0
Zagreb,2024,cocaine,677.38,HR050,29116760000.0
Porto,2023,amphetamine,0.0,PT11A,43957080000.0
Mariehamn,2018,methamphetamine,1.09,FI200,1286200000.0
Antwerp Zuid,2023,MDMA,318.23,BE211,66805110000.0
Porto,2017,amphetamine,0.0,PT11A,31398710000.0
Porto,2016,amphetamine,0.0,PT11A,29739740000.0
Porto,2019,amphetamine,2.0,PT11A,34579850000.0
Porto,2021,amphetamine,0.0,PT11A,35279660000.0
Porto,2020,amphetamine,0.0,PT11A,32700880000.0
Split,2024,MDMA,35.49,HR035,7803490000.0
Madrid VdlV,2019,cocaine,504.86,ES300,243889400000.0
Odense,2021,amphetamine,90.74,DK031,21572720000.0
Krakow P,2021,cocaine,67.2,PL213,20603950000.0
Stockholm (2),2020,MDMA,39.95,SE110,152805460000.0
Bozen,2019,cannabis,48.9,ITH10,26112740000.0
Porto,2021,cannabis,47.55,PT11A,35279660000.0
Uppsala,2023,methamphetamine,0.89,SE121,19527820000.0
Paris Seine Centre,2023,MDMA,83.04,FR101,264481200000.0
Antwerp Zuid,2020,methamphetamine,39.01,BE211,50545140000.0
Purgstall,2023,methamphetamine,6.39,AT121,10169920000.0
Novo mesto,2020,amphetamine,2.66,SI037,3251470000.0
Porto,2022,methamphetamine,0.0,PT11A,39710800000.0
Porto,2023,methamphetamine,0.0,PT11A,43957080000.0
Porto,2020,methamphetamine,0.0,PT11A,32700880000.0
Porto,2021,methamphetamine,0.0,PT11A,35279660000.0
Porto,2019,methamphetamine,0.0,PT11A,34579850000.0
Bratislava C,2017,methamphetamine,120.0,SK010,24671250000.0
Basel,2013,amphetamine,33.89,CH033,33984430000.0
Velenje,2022,ketamine,0.0,SI034,6211170000.0
Velenje,2023,ketamine,0.0,SI034,6810550000.0
Barcelona,2023,cannabis,220.63,ES511,209563800000.0
Eindhoven,2018,cannabis,125.57,NL414,40893480000.0
Velenje,2024,ketamine,0.0,SI034,7108660000.0
Antwerp Zuid,2011,cannabis,0.0,BE211,42658520000.0
Antwerp Zuid,2020,amphetamine,346.74,BE211,50545140000.0
Bucharest,2024,methamphetamine,3.03,RO321,94002780000.0
Bratislava C,2017,amphetamine,9.34,SK010,24671250000.0
Zagreb,2019,MDMA,36.5,HR050,19163550000.0
Kufstein,2023,cannabis,90.77,AT335,14970160000.0
Brussels,2019,amphetamine,46.52,BE100,87369660000.0
Zagreb,2019,cannabis,186.13,HR050,19163550000.0
Krakow P,2019,methamphetamine,2.7,PL213,18198910000.0
Antwerp Zuid,2014,MDMA,58.82,BE211,45233290000.0
Region Millstättersee,2019,MDMA,5.63,AT212,3629030000.0
Mariehamn,2024,MDMA,5.52,FI200,1632980000.0
Paris Seine Centre,2019,cannabis,93.67,FR101,236143100000.0
Bucharest,2024,ketamine,11.17,RO321,94002780000.0
Ljubljana,2017,MDMA,35.59,SI041,15832170000.0
Basel,2022,cannabis,132.45,CH033,49305720000.0
Piestany,2013,MDMA,0.0,SK021,8393640000.0
Piestany,2015,MDMA,0.0,SK021,8790780000.0
Ljubljana,2024,cocaine,692.72,SI041,26920690000.0
Ninove,2015,methamphetamine,1.01,BE236,8085030000.0
Oulu,2014,methamphetamine,1.27,FI1D9,12820640000.0
Antwerp Zuid,2013,amphetamine,185.11,BE211,44111220000.0
Velenje,2020,amphetamine,95.79,SI034,5051070000.0
Turku,2017,amphetamine,64.77,FI1C1,18321160000.0
Munich G,2017,MDMA,22.46,DE212,119537610000.0
Aalborg,2024,amphetamine,112.76,DK014,1684400000.0
Athens,2013,cannabis,103.56,EL303,30236630000.0
Innsbruck,2021,cocaine,274.18,AT332,14981410000.0
Zurich,2022,MDMA,42.12,CH040,169304450000.0
Bordeaux I,2018,MDMA,26.73,FRI12,57229600000.0
Milan,2016,MDMA,4.45,ITC4C,174842710000.0
Castellon,2022,cocaine,554.3,ES522,17356000000.0
Paris Seine Centre,2018,MDMA,34.3,FR101,227475800000.0
Antwerp Zuid,2023,amphetamine,391.42,BE211,66805110000.0
Eleusis,2019,cocaine,16.43,EL305,10542060000.0
Novo mesto,2023,methamphetamine,1.72,SI037,4009180000.0
Eindhoven,2021,MDMA,82.63,NL414,48215300000.0
Nicosia (2),2022,methamphetamine,20.09,CY000,29645400000.0
Brussels,2017,cocaine,373.81,BE100,81785970000.0
Castellon,2018,cannabis,64.2,ES522,15685300000.0
Brussels,2023,ketamine,25.06,BE100,103568870000.0
Novo mesto,2022,cannabis,57.46,SI037,3706990000.0
Milan,2019,MDMA,6.45,ITC4C,185440930000.0
Merchtem,2017,MDMA,7.36,BE241,29607360000.0
Milan,2011,amphetamine,11.05,ITC4C,165591290000.0
Milan,2011,MDMA,7.58,ITC4C,165591290000.0
Zagreb,2021,cannabis,132.9,HR050,19888470000.0
Rovaniemi,2022,methamphetamine,1.55,FI1D7,8219840000.0
Zurich,2013,MDMA,42.87,CH040,116882860000.0
Dortmund,2019,amphetamine,188.83,DEA52,25110130000.0
Eindhoven,2014,cocaine,380.83,NL414,32781440000.0
Zurich,2015,MDMA,40.62,CH040,137326790000.0
Lleida,2023,amphetamine,44.23,ES513,15081500000.0
Klagenfurt,2022,cannabis,55.92,AT211,15123820000.0
Dresden,2023,methamphetamine,316.83,DE142,9995460000.0
Istanbul (II-VII),2024,MDMA,14.02,TR100,365742180000.0
Novi Sad,2020,amphetamine,69.76,RS123,4849430000.0
Nicosia (2),2023,methamphetamine,9.17,CY000,32439160000.0
Rovaniemi,2016,MDMA,14.27,FI1D7,6431260000.0
Oulu,2022,methamphetamine,4.19,FI1D9,17331180000.0
Karlovy Vary,2021,cannabis,122.59,CZ041,3945350000.0
Wiener Neustadt,2022,MDMA,8.54,AT122,9355460000.0
Krakow P,2019,cannabis,27.96,PL213,18198910000.0
Karlstad,2024,cocaine,108.62,SE313,10971020000.0
Zurich,2019,amphetamine,58.11,CH040,142202870000.0
Castellon,2013,cocaine,174.51,ES522,12619800000.0
Kufstein,2021,cocaine,401.61,AT335,12023230000.0
Prague (2),2024,methamphetamine,408.54,CZ010,86596180000.0
Antwerp Zuid,2021,methamphetamine,92.49,BE211,55989620000.0
Milan,2018,cannabis,31.44,ITC4C,184798970000.0
Santiago,2019,cannabis,120.06,ES114,21720800000.0
Maribor,2024,MDMA,17.84,SI032,8635780000.0
Zagreb,2020,cocaine,510.24,HR050,17640650000.0
Munich G,2015,MDMA,7.24,DE212,107292380000.0
Antwerp Zuid,2024,ketamine,71.46,BE211,67609830000.0
Region Millstättersee,2023,MDMA,3.55,AT212,5003770000.0
Antwerp Zuid,2023,ketamine,88.47,BE211,66805110000.0
Rovaniemi,2020,methamphetamine,1.87,FI1D7,6771740000.0
Zagreb,2011,amphetamine,14.6,HR050,15649890000.0
Belgrade,2013,amphetamine,16.7,RS110,15799150000.0
Ljubljana,2023,cocaine,554.73,SI041,25242650000.0
Vilnius,2022,amphetamine,80.7,LT011,29383300000.0
Zwolle,2024,amphetamine,272.17,NL213,33948840000.0
Graz,2022,cocaine,180.62,AT221,26289000000.0
Helsinki,2021,amphetamine,315.53,FI1B1,98460800000.0
Koper,2022,cocaine,347.79,SI044,3088180000.0
Ljubljana,2024,cannabis,90.21,SI041,26920690000.0
Ljubljana,2018,methamphetamine,2.3,SI041,17025490000.0
Kapfenberg,2022,amphetamine,24.41,AT224,9870930000.0
Oostende,2016,MDMA,13.41,BE255,4431330000.0
Klaipeda,2018,methamphetamine,7.64,LT023,5029040000.0
Copenhagen,2024,amphetamine,95.78,DK011,76296400000.0
Oostende,2017,MDMA,14.66,BE255,4569320000.0
Kaunas,2020,MDMA,20.7,LT022,10280930000.0
Turku,2013,MDMA,5.27,FI1C1,15930950000.0
Castellon,2012,cocaine,262.96,ES522,12669200000.0
Brussels,2013,MDMA,15.27,BE100,73315820000.0
Antwerp Zuid,2018,methamphetamine,17.5,BE211,51351740000.0
Geneva,2013,cocaine,373.45,CH013,41553250000.0
Copenhagen,2022,cocaine,647.35,DK011,94306630000.0
Karlovy Vary,2024,MDMA,14.32,CZ041,5381520000.0
Novo mesto,2019,amphetamine,13.02,SI037,3335080000.0
Brussels,2017,amphetamine,49.17,BE100,81785970000.0
Antwerp Zuid,2016,methamphetamine,9.25,BE211,48103170000.0
Milan,2015,methamphetamine,10.05,ITC4C,168836600000.0
Lugano,2015,cocaine,228.49,CH052,6425400000.0
Barcelona,2019,cannabis,149.76,ES511,180560200000.0
Paris Seine Centre,2011,MDMA,14.94,FR101,195501600000.0
Copenhagen,2015,methamphetamine,11.66,DK011,50731080000.0
Helsinki,2020,MDMA,40.13,FI1B1,94011170000.0
Hamburg (2),2020,amphetamine,62.51,DE600,124465130000.0
Athens,2015,methamphetamine,4.4,EL303,29672920000.0
Dortmund,2018,MDMA,21.23,DEA52,24417700000.0
Dublin,2024,MDMA,41.72,IE061,279799600000.0
Vilnius,2017,MDMA,15.96,LT011,17181040000.0
Magdeburg,2023,ketamine,29.6,DEE03,10340220000.0
Chemnitz,2018,cocaine,12.06,DE144,10154910000.0
Umea,2011,MDMA,0.0,SE331,9857530000.0
Umea,2012,MDMA,0.0,SE331,10394180000.0
Antwerp Zuid,2011,methamphetamine,5.46,BE211,42658520000.0
Zagreb,2017,cocaine,216.27,HR050,17005490000.0
Krakow P,2019,MDMA,26.79,PL213,18198910000.0
Santiago,2012,cannabis,116.95,ES114,17667200000.0
Wasserverband Hofsteig,2022,amphetamine,15.41,AT342,18380660000.0
Athens,2021,amphetamine,12.13,EL303,31786040000.0
Kajaani,2018,methamphetamine,3.24,FI1D8,2356330000.0
Zurich,2012,methamphetamine,0.0,CH040,117922740000.0
Porto,2018,methamphetamine,0.36,PT11A,33098580000.0
Paris Seine Centre,2017,cocaine,324.24,FR101,218197600000.0
Berne,2015,cocaine,228.93,CH021,74884800000.0
Antwerp Zuid,2018,amphetamine,181.44,BE211,51351740000.0
Lugano,2014,cocaine,240.6,CH052,5701910000.0
Piestany,2017,cocaine,6.35,SK021,9360680000.0
Oulu,2016,amphetamine,32.58,FI1D9,13467910000.0
Milan,2015,MDMA,6.7,ITC4C,168836600000.0
Chemnitz,2021,MDMA,7.79,DE144,10807510000.0
Zagreb,2021,cocaine,548.62,HR050,19888470000.0
Piestany,2023,MDMA,5.99,SK021,13933790000.0
Wildon,2023,cocaine,188.89,AT225,7669710000.0
Innsbruck,2021,cannabis,97.72,AT332,14981410000.0
Santiago,2019,cocaine,500.54,ES114,21720800000.0
Kokkola,2022,MDMA,2.57,FI1D5,2740230000.0
Koper,2019,cannabis,101.12,SI044,2644200000.0
Wasserverband Hofsteig,2021,amphetamine,26.32,AT342,16261050000.0
Koper,2019,methamphetamine,0.47,SI044,2644200000.0
Velenje,2023,cannabis,78.17,SI034,6810550000.0
Zagreb,2013,MDMA,9.45,HR050,15084620000.0
Antwerp Zuid,2024,MDMA,140.31,BE211,67609830000.0
Paris Seine Centre,2023,cocaine,616.48,FR101,264481200000.0
Kaunas,2021,amphetamine,58.12,LT022,11733460000.0
Ostrava,2020,methamphetamine,702.94,CZ080,18888130000.0
Basel,2014,cocaine,453.47,CH033,35131350000.0
Brno,2017,cocaine,24.21,CZ064,20479020000.0
Porto,2022,amphetamine,7.26,PT11A,39710800000.0
Turku,2017,MDMA,14.73,FI1C1,18321160000.0
Kufstein,2023,methamphetamine,1.61,AT335,14970160000.0
Region Millstättersee,2022,amphetamine,1.74,AT212,4418320000.0
Region Millstättersee,2023,amphetamine,2.02,AT212,5003770000.0
Prague (2),2020,cocaine,267.94,CZ010,58671750000.0
Ninove,2015,amphetamine,119.04,BE236,8085030000.0
Prague (2),2020,amphetamine,39.08,CZ010,58671750000.0
Klagenfurt,2023,methamphetamine,0.0,AT211,16746340000.0
Novo mesto,2024,ketamine,2.01,SI037,4274120000.0
Ninove,2013,methamphetamine,0.0,BE236,7557800000.0
Geneva,2017,amphetamine,14.64,CH013,47070740000.0
Santiago,2019,amphetamine,10.04,ES114,21720800000.0
Turku,2024,methamphetamine,9.87,FI1C1,22820390000.0
Porto,2020,cannabis,63.21,PT11A,32700880000.0
Innsbruck,2017,methamphetamine,2.86,AT332,13736520000.0
Kufstein,2023,amphetamine,20.67,AT335,14970160000.0
Stockholm (2),2024,methamphetamine,16.78,SE110,179239890000.0
Brussels,2024,amphetamine,85.56,BE100,108152970000.0
Ostrava,2024,methamphetamine,577.04,CZ080,27398340000.0
Zwolle,2024,cocaine,492.68,NL213,33948840000.0
Dresden,2013,cocaine,6.0,DE142,6559420000.0
Ostrava,2021,cocaine,45.91,CZ080,21414230000.0
Basel,2012,methamphetamine,0.0,CH033,33910390000.0
Zurich,2012,amphetamine,0.0,CH040,117922740000.0
Klaipeda,2022,MDMA,7.61,LT023,6963690000.0
Brussels,2015,amphetamine,58.28,BE100,78053560000.0
Brussels,2011,MDMA,7.45,BE100,70768130000.0
Graz,2020,MDMA,14.14,AT221,22691980000.0
Milan,2018,methamphetamine,12.93,ITC4C,184798970000.0
Koper,2019,cocaine,592.73,SI044,2644200000.0
Istanbul (II-VII),2024,cocaine,42.05,TR100,365742180000.0
Erfurt,2022,amphetamine,56.87,DEG01,10066900000.0
Bucharest,2023,ketamine,9.23,RO321,84230360000.0
Velenje,2020,cocaine,148.13,SI034,5051070000.0
Krakow P,2017,methamphetamine,0.5,PL213,15384880000.0
Geneva,2016,amphetamine,9.86,CH013,46913820000.0
Karlovy Vary,2023,MDMA,12.8,CZ041,5287950000.0
Brno,2024,MDMA,16.12,CZ064,34861310000.0
Eleusis,2019,methamphetamine,0.97,EL305,10542060000.0
Bratislava C,2019,cannabis,33.69,SK010,26785170000.0
Zurich,2015,cocaine,529.32,CH040,137326790000.0
Ljubljana,2018,amphetamine,20.57,SI041,17025490000.0
Kaunas,2022,amphetamine,172.49,LT022,13638000000.0
Maribor,2024,cocaine,447.91,SI032,8635780000.0
Athens,2016,methamphetamine,2.97,EL303,29630980000.0
Paris Seine Centre,2024,ketamine,15.75,FR101,279937500000.0
Amsterdam,2024,cannabis,319.46,NL321,16678580000.0
Helsinki,2016,amphetamine,100.77,FI1B1,84582280000.0
Rovaniemi,2022,MDMA,5.33,FI1D7,8219840000.0
Castellon,2019,cannabis,84.28,ES522,16135200000.0
Koper,2023,cannabis,167.48,SI044,3377760000.0
Zurich,2016,cocaine,722.53,CH040,135783980000.0
Prague (2),2024,MDMA,54.74,CZ010,86596180000.0
Uppsala,2021,cocaine,77.12,SE121,19015990000.0
Brussels,2018,amphetamine,34.96,BE100,83415520000.0
Wildon,2023,amphetamine,36.21,AT225,7669710000.0
Basel,2019,cannabis,18.37,CH033,40820360000.0
Maribor,2020,cocaine,139.68,SI032,5904840000.0
Castellon,2014,amphetamine,0.0,ES522,12734900000.0
Zagreb,2016,MDMA,49.22,HR050,16059520000.0
Copenhagen,2021,amphetamine,91.51,DK011,73738420000.0
Castellon,2011,amphetamine,0.0,ES522,13533600000.0
Eindhoven,2024,cocaine,809.89,NL414,63114070000.0
Koper,2019,MDMA,11.76,SI044,2644200000.0
Paris Seine Centre,2013,cannabis,151.03,FR101,202060400000.0
Castellon,2015,amphetamine,0.0,ES522,13628600000.0
Castellon,2012,amphetamine,0.0,ES522,12669200000.0
Klaipeda,2023,ketamine,0.0,LT023,7655210000.0
Wasserverband Hofsteig,2020,amphetamine,24.26,AT342,13857760000.0
Piestany,2024,cocaine,60.27,SK021,14997090000.0
Basel,2022,methamphetamine,34.5,CH033,49305720000.0
Pori,2018,methamphetamine,4.16,FI196,8090820000.0
Klaipeda,2024,ketamine,0.0,LT023,8111490000.0
Berne,2020,cocaine,567.18,CH021,76782230000.0
Zurich,2022,methamphetamine,71.49,CH040,169304450000.0
Piestany,2023,cocaine,35.77,SK021,13933790000.0
Castellon,2022,amphetamine,0.0,ES522,17356000000.0
Lappeenranta,2020,cocaine,1.47,FI1C5,4759790000.0
Bratislava C,2018,methamphetamine,144.02,SK010,26068860000.0
Amsterdam,2012,cannabis,178.95,NL321,10016950000.0
Munich G,2016,amphetamine,26.17,DE212,112548980000.0
Istanbul (II-VII),2023,methamphetamine,94.13,TR100,311324440000.0
Frankfurt (3),2017,amphetamine,84.67,DE712,72875810000.0
Zagreb,2015,amphetamine,76.73,HR050,15421160000.0
Munich G,2017,cocaine,140.16,DE212,119537610000.0
Graz,2021,MDMA,9.64,AT221,24303050000.0
Berne,2016,amphetamine,24.17,CH021,73063030000.0
Zagreb,2014,MDMA,11.68,HR050,15008590000.0
Istanbul (II-VII),2024,methamphetamine,72.13,TR100,365742180000.0
Zurich,2016,methamphetamine,25.28,CH040,135783980000.0
Milan,2013,MDMA,4.96,ITC4C,160142560000.0
Vilnius,2022,methamphetamine,6.95,LT011,29383300000.0
Region Millstättersee,2019,cocaine,55.47,AT212,3629030000.0
Graz,2023,methamphetamine,11.55,AT221,27719270000.0
Istanbul (II-VII),2021,methamphetamine,72.49,TR100,208912620000.0
Region Millstättersee,2020,methamphetamine,5.48,AT212,3573890000.0
Paris Seine Centre,2021,cocaine,427.42,FR101,240537100000.0
Barcelona,2012,cannabis,78.52,ES511,142976200000.0
Zagreb,2022,MDMA,26.86,HR050,22314500000.0
Zurich,2017,amphetamine,46.71,CH040,135554510000.0
Tarragona,2023,cocaine,1463.91,ES514,29471600000.0
Ostrava,2023,ketamine,1.67,CZ080,26954080000.0
Antwerp Zuid,2024,methamphetamine,93.94,BE211,67609830000.0
Pori,2024,MDMA,16.28,FI196,9763240000.0
Graz,2023,cocaine,278.41,AT221,27719270000.0
Purgstall,2021,methamphetamine,2.66,AT121,8893600000.0
Porto,2018,cocaine,219.48,PT11A,33098580000.0
Zagreb,2016,amphetamine,72.23,HR050,16059520000.0
Zagreb,2020,methamphetamine,6.14,HR050,17640650000.0
Novi Sad,2013,MDMA,7.09,RS123,4480180000.0
Antwerp Zuid,2019,amphetamine,302.02,BE211,52803910000.0
Bozen,2021,methamphetamine,1.74,ITH10,26606370000.0
Turku,2016,cocaine,1.8,FI1C1,17146510000.0
Umea,2013,MDMA,4.49,SE331,10358380000.0
Istanbul (II-VII),2024,amphetamine,5.9,TR100,365742180000.0
Helsinki,2018,cocaine,62.88,FI1B1,91452920000.0
Prague (2),2012,cocaine,48.34,CZ010,42300900000.0
Hannover (2),2017,cocaine,302.91,DE929,51988280000.0
Vilnius,2023,amphetamine,66.07,LT011,33822430000.0
Plzen,2024,amphetamine,57.48,CZ032,15512850000.0
Koper,2023,methamphetamine,0.78,SI044,3377760000.0
Kapfenberg,2022,cocaine,97.41,AT224,9870930000.0
Kokkola,2020,MDMA,20.42,FI1D5,2593540000.0
Kufstein,2023,cocaine,589.11,AT335,14970160000.0
Basel,2019,MDMA,21.94,CH033,40820360000.0
Kaunas,2019,amphetamine,43.07,LT022,10063050000.0
Erfurt,2020,amphetamine,44.31,DEG01,9181970000.0
Kaunas,2020,amphetamine,52.39,LT022,10280930000.0
Vilnius,2024,ketamine,4.48,LT011,36173710000.0
Munich G,2022,amphetamine,31.67,DE212,141773140000.0
Odense,2024,amphetamine,121.81,DK031,23636720000.0
Castellon,2019,amphetamine,0.0,ES522,16135200000.0
Castellon,2016,amphetamine,0.0,ES522,14223000000.0
Castellon,2017,amphetamine,0.0,ES522,15506000000.0
Turku,2023,amphetamine,117.26,FI1C1,22252180000.0
Novo mesto,2024,methamphetamine,0.0,SI037,4274120000.0
Castellon,2020,amphetamine,0.0,ES522,14341200000.0
Castellon,2018,amphetamine,0.0,ES522,15685300000.0
Novo mesto,2020,methamphetamine,0.0,SI037,3251470000.0
Novo mesto,2021,methamphetamine,0.0,SI037,3472080000.0
Krakow P,2020,MDMA,30.72,PL213,18095350000.0
Porto,2018,cannabis,44.67,PT11A,33098580000.0
Rostock,2017,cocaine,136.13,DE803,7883190000.0
Novo mesto,2019,methamphetamine,0.0,SI037,3335080000.0
Ankara,2024,MDMA,11.44,TR510,131357810000.0
Antwerp Zuid,2016,MDMA,98.29,BE211,48103170000.0
Salzburg,2023,amphetamine,17.58,AT323,25463730000.0
Zurich,2022,cannabis,132.53,CH040,169304450000.0
Uppsala,2023,ketamine,12.78,SE121,19527820000.0
Klagenfurt,2022,MDMA,9.89,AT211,15123820000.0
Kajaani,2018,MDMA,7.05,FI1D8,2356330000.0
Kokkola,2020,methamphetamine,0.71,FI1D5,2593540000.0
Basel,2017,amphetamine,31.54,CH033,39114830000.0
Plzen,2024,methamphetamine,484.72,CZ032,15512850000.0
Eindhoven,2012,cannabis,84.42,NL414,31061860000.0
Eindhoven,2024,amphetamine,311.26,NL414,63114070000.0
Kapfenberg,2020,amphetamine,26.45,AT224,8513680000.0
Antwerp Zuid,2012,cannabis,124.7,BE211,43673840000.0
Krakow P,2020,cannabis,29.88,PL213,18095350000.0
Madrid VdlV,2019,amphetamine,0.0,ES300,243889400000.0
Madrid VdlV,2017,amphetamine,0.0,ES300,224373200000.0
Amsterdam,2021,cannabis,157.64,NL321,13134580000.0
Castellon,2020,cannabis,69.49,ES522,14341200000.0
Split,2024,amphetamine,79.93,HR035,7803490000.0
Molina de Segura,2016,MDMA,0.0,ES620,30009100000.0
Kufstein,2022,amphetamine,11.78,AT335,13992460000.0
Madrid VdlV,2018,amphetamine,0.0,ES300,233735800000.0
Rovaniemi,2016,cocaine,1.53,FI1D7,6431260000.0
Merchtem,2017,amphetamine,26.81,BE241,29607360000.0
Eindhoven,2022,cannabis,98.31,NL414,53257420000.0
Mytilene,2015,methamphetamine,0.0,EL411,1290330000.0
Amsterdam,2023,methamphetamine,40.62,NL321,15496340000.0
Eindhoven,2019,MDMA,119.67,NL414,43312360000.0
Dortmund,2020,MDMA,20.61,DEA52,24615330000.0
Tallinn,2023,cannabis,65.23,EE001,24099040000.0
Molina de Segura,2015,cocaine,232.78,ES620,29168700000.0
St. Gallen Hofen,2019,amphetamine,61.84,CH055,35847710000.0
Paris Seine Centre,2012,cannabis,117.46,FR101,199613300000.0
Novi Sad,2020,MDMA,19.61,RS123,4849430000.0
Oostende,2017,amphetamine,236.37,BE255,4569320000.0
Ljubljana,2019,methamphetamine,16.54,SI041,18122110000.0
Nuremberg,2020,MDMA,5.64,DE254,31683630000.0
Ljubljana,2018,cannabis,38.36,SI041,17025490000.0
Zagreb,2020,amphetamine,1013.84,HR050,17640650000.0
Wildon,2022,MDMA,7.11,AT225,7049230000.0
Kaunas,2018,amphetamine,14.41,LT022,9394660000.0
Kaunas,2020,cocaine,65.35,LT022,10280930000.0
Berne,2018,amphetamine,37.4,CH021,71445660000.0
Milan,2020,MDMA,2.47,ITC4C,176237530000.0
Barcelona,2018,cocaine,733.19,ES511,173436300000.0
Barcelona,2017,cocaine,965.19,ES511,166618000000.0
Rovaniemi,2016,amphetamine,73.97,FI1D7,6431260000.0
Fort-de-France P,2017,methamphetamine,0.0,FRY20,8958800000.0
Antwerp Zuid,2015,MDMA,71.98,BE211,47038860000.0
Wasserverband Hofsteig,2019,cocaine,215.76,AT342,14158270000.0
Kajaani,2020,cocaine,0.93,FI1D8,2432920000.0
Istanbul (II-VII),2019,MDMA,33.09,TR100,206580380000.0
Nuremberg,2020,cocaine,38.24,DE254,31683630000.0
Geneva,2015,amphetamine,5.98,CH013,47737530000.0
St. Gallen Hofen,2020,MDMA,14.45,CH055,36767900000.0
Antwerp Zuid,2013,methamphetamine,5.76,BE211,44111220000.0
Belgrade,2013,cannabis,16.92,RS110,15799150000.0
Prague (2),2022,amphetamine,74.54,CZ010,79463730000.0
Amsterdam,2019,MDMA,287.44,NL321,11938640000.0
Porto,2024,cocaine,415.58,PT11A,46966660000.0
Zagreb,2018,amphetamine,76.08,HR050,18103730000.0
Santiago,2018,cannabis,64.9,ES114,20883400000.0
Helsinki,2022,amphetamine,149.1,FI1B1,104117050000.0
Kranj,2024,cannabis,45.65,SI042,5559740000.0
Oostende,2015,methamphetamine,1.1,BE255,4291920000.0
Paris Seine Centre,2024,cannabis,53.88,FR101,279937500000.0
Novo mesto,2023,amphetamine,4.03,SI037,4009180000.0
Barcelona,2019,amphetamine,32.27,ES511,180560200000.0
Rovaniemi,2020,amphetamine,170.03,FI1D7,6771740000.0
Geneva,2022,cocaine,769.69,CH013,63198570000.0
Helsinki,2022,methamphetamine,56.33,FI1B1,104117050000.0
Kufstein,2022,cocaine,536.65,AT335,13992460000.0
Antwerp Zuid,2019,methamphetamine,28.98,BE211,52803910000.0
Prague (2),2022,cocaine,513.4,CZ010,79463730000.0
Graz,2023,amphetamine,45.39,AT221,27719270000.0
Kaunas,2021,cocaine,84.69,LT022,11733460000.0
Stuttgart,2017,cocaine,216.82,DE111,53586810000.0
Turku,2017,cocaine,4.74,FI1C1,18321160000.0
Eindhoven,2019,cocaine,545.42,NL414,43312360000.0
Milan,2022,methamphetamine,9.7,ITC4C,214395430000.0
Oostende,2017,cocaine,145.14,BE255,4569320000.0
Brno,2019,cocaine,41.76,CZ064,24433420000.0
Stockholm (2),2020,cocaine,323.34,SE110,152805460000.0
Amsterdam,2017,amphetamine,123.29,NL321,11018180000.0
Ostrava,2019,MDMA,25.14,CZ080,20143250000.0
Novo mesto,2023,cocaine,303.06,SI037,4009180000.0
Brno,2024,ketamine,3.82,CZ064,34861310000.0
Prague (2),2012,cannabis,61.7,CZ010,42300900000.0
Athens,2023,cocaine,133.39,EL303,38720430000.0
Paris Seine Centre,2023,methamphetamine,34.37,FR101,264481200000.0
Chemnitz,2017,amphetamine,0.0,DE144,9733390000.0
Klaipeda,2022,methamphetamine,2.59,LT023,6963690000.0
Milan,2017,methamphetamine,10.07,ITC4C,178849410000.0
Istanbul (II-VII),2019,methamphetamine,16.2,TR100,206580380000.0
Klaipeda,2020,methamphetamine,3.34,LT023,5353310000.0
Santiago,2023,cannabis,71.9,ES114,25662500000.0
Graz,2023,cannabis,64.2,AT221,27719270000.0
Brno,2024,amphetamine,26.51,CZ064,34861310000.0
Maribor,2020,amphetamine,4.44,SI032,5904840000.0
Eindhoven,2013,methamphetamine,0.0,NL414,31593070000.0
Region Millstättersee,2018,cocaine,72.1,AT212,3477000000.0
Eindhoven,2012,methamphetamine,0.0,NL414,31061860000.0
Eindhoven,2011,methamphetamine,0.0,NL414,31160030000.0
Eindhoven,2020,amphetamine,271.53,NL414,43712290000.0
Kaunas,2019,cocaine,65.32,LT022,10063050000.0
Porto,2019,cannabis,53.01,PT11A,34579850000.0
Maribor,2022,cocaine,240.47,SI032,7208570000.0
Ninove,2013,amphetamine,111.94,BE236,7557800000.0
Brno,2022,cannabis,49.7,CZ064,31345910000.0
Antwerp Zuid,2017,MDMA,95.29,BE211,49784490000.0
Vilnius,2017,methamphetamine,39.69,LT011,17181040000.0
Zurich,2014,amphetamine,25.65,CH040,120952300000.0
Dublin,2024,ketamine,43.49,IE061,279799600000.0
Graz,2020,methamphetamine,7.27,AT221,22691980000.0
Helsinki,2015,cocaine,9.97,FI1B1,82277500000.0
Bratislava C,2022,MDMA,12.21,SK010,31154930000.0
Eindhoven,2017,methamphetamine,0.0,NL414,38784890000.0
Piestany,2015,cocaine,6.15,SK021,8790780000.0
Ljubljana,2018,cocaine,289.38,SI041,17025490000.0
Graz,2022,methamphetamine,7.52,AT221,26289000000.0
Ninove,2013,MDMA,10.96,BE236,7557800000.0
Helsinki,2017,amphetamine,47.81,FI1B1,88133360000.0
Ninove,2013,cocaine,106.2,BE236,7557800000.0
